      0      0
   3.1000   0.0000    0    0
 R  0.0000 0.0000
 R  0.0830 0.0500
 R  0.1670 0.1100
 R  0.2500 0.3000
 R  0.3300 0.4500
 R  0.4170 0.5000
 R  0.5000 0.5500
 R  0.5830 0.6000
 R  0.6670 0.6800
 R  0.7500 0.7500
 R  0.8330 0.7800
 R  0.9170 0.8400
 R  1.0000 0.8600
 R  1.0830 0.8800
 R  1.1670 0.9000
 R  1.2500 0.9100
 R  1.3300 0.9300
 R  1.4200 0.9500
 R  1.5000 0.9700
 R  1.5800 0.9800
 R  1.6700 0.9850
 R  1.7500 0.9900
 R  1.8300 0.9950
 R  1.9200 0.9980
 R  2.0000 1.0000
